match_id,league,country,season,date,home_team,away_team,home_team_goal,away_team_goal
674,Serie A,Italy,2019/2020,2020-03-28,Napoli,Torino,2,0
675,Serie A,Italy,2019/2020,2020-04-02,Napoli,Sassuolo,0,0
676,Serie A,Italy,2019/2020,2020-03-13,Lazio,Juventus,0,0
677,Serie A,Italy,2019/2020,2020-01-22,Lazio,AC Milan,4,0
678,Serie A,Italy,2019/2020,2019-11-03,Lazio,Inter Milan,1,1
679,Serie A,Italy,2019/2020,2019-08-27,Lazio,Roma,1,2
680,Serie A,Italy,2019/2020,2019-12-08,Lazio,Napoli,3,3
681,Serie A,Italy,2019/2020,2020-04-01,Lazio,Atalanta,1,1
682,Serie A,Italy,2019/2020,2019-09-28,Lazio,Fiorentina,5,1
683,Serie A,Italy,2019/2020,2019-09-03,Lazio,Torino,1,1
684,Serie A,Italy,2019/2020,2020-02-22,Lazio,Sassuolo,0,0
685,Serie A,Italy,2019/2020,2020-04-08,Atalanta,Juventus,0,2
686,Serie A,Italy,2019/2020,2019-09-07,Atalanta,AC Milan,0,0
687,Serie A,Italy,2019/2020,2019-08-28,Atalanta,Inter Milan,0,0
688,Serie A,Italy,2019/2020,2019-10-17,Atalanta,Roma,1,1
689,Serie A,Italy,2019/2020,2019-10-16,Atalanta,Napoli,0,2
690,Serie A,Italy,2019/2020,2020-01-03,Atalanta,Lazio,0,1
691,Serie A,Italy,2019/2020,2019-09-13,Atalanta,Fiorentina,0,3
692,Serie A,Italy,2019/2020,2019-12-06,Atalanta,Torino,2,1
693,Serie A,Italy,2019/2020,2019-09-30,Atalanta,Sassuolo,1,2
694,Serie A,Italy,2019/2020,2020-03-01,Fiorentina,Juventus,0,1
695,Serie A,Italy,2019/2020,2019-11-24,Fiorentina,AC Milan,1,1
696,Serie A,Italy,2019/2020,2020-04-24,Fiorentina,Inter Milan,2,1
697,Serie A,Italy,2019/2020,2020-02-11,Fiorentina,Roma,0,1
698,Serie A,Italy,2019/2020,2020-03-18,Fiorentina,Napoli,2,1
699,Serie A,Italy,2019/2020,2020-03-14,Fiorentina,Lazio,0,3
700,Serie A,Italy,2019/2020,2019-12-31,Fiorentina,Atalanta,2,2
701,Serie A,Italy,2019/2020,2020-03-07,Fiorentina,Torino,3,2
702,Serie A,Italy,2019/2020,2020-01-04,Fiorentina,Sassuolo,0,0
703,Serie A,Italy,2019/2020,2019-08-31,Torino,Juventus,2,1
704,Serie A,Italy,2019/2020,2019-09-20,Torino,AC Milan,1,2
705,Serie A,Italy,2019/2020,2019-11-15,Torino,Inter Milan,2,0
706,Serie A,Italy,2019/2020,2019-11-17,Torino,Roma,1,0
707,Serie A,Italy,2019/2020,2019-12-14,Torino,Napoli,1,3
708,Serie A,Italy,2019/2020,2019-09-11,Torino,Lazio,0,2
709,Serie A,Italy,2019/2020,2019-10-20,Torino,Atalanta,3,3
710,Serie A,Italy,2019/2020,2019-12-01,Torino,Fiorentina,2,3
711,Serie A,Italy,2019/2020,2019-10-28,Torino,Sassuolo,0,4
712,Serie A,Italy,2019/2020,2019-09-08,Sassuolo,Juventus,3,0
713,Serie A,Italy,2019/2020,2019-10-20,Sassuolo,AC Milan,2,0
714,Serie A,Italy,2019/2020,2019-08-02,Sassuolo,Inter Milan,1,0
715,Serie A,Italy,2019/2020,2020-02-26,Sassuolo,Roma,2,0
716,Serie A,Italy,2019/2020,2020-03-18,Sassuolo,Napoli,0,1
717,Serie A,Italy,2019/2020,2020-03-28,Sassuolo,Lazio,3,1
718,Serie A,Italy,2019/2020,2019-12-28,Sassuolo,Atalanta,2,0
719,Serie A,Italy,2019/2020,2019-08-17,Sassuolo,Fiorentina,0,1
720,Serie A,Italy,2019/2020,2019-11-27,Sassuolo,Torino,1,4
721,Bundesliga,Germany,2019/2020,2019-12-26,Bayern Munich,Borussia Dortmund,0,1
722,Bundesliga,Germany,2019/2020,2019-12-23,Bayern Munich,RB Leipzig,1,0
723,Bundesliga,Germany,2019/2020,2020-03-20,Bayern Munich,Bayer Leverkusen,0,1
724,Bundesliga,Germany,2019/2020,2019-09-06,Bayern Munich,Wolfsburg,1,1
725,Bundesliga,Germany,2019/2020,2019-11-28,Bayern Munich,Eintracht Frankfurt,5,1
726,Bundesliga,Germany,2019/2020,2019-12-14,Bayern Munich,Borussia Monchengladbach,1,0
727,Bundesliga,Germany,2019/2020,2019-11-10,Bayern Munich,Stuttgart,3,2
728,Bundesliga,Germany,2019/2020,2020-03-05,Bayern Munich,Hoffenheim,0,1
729,Bundesliga,Germany,2019/2020,2019-09-28,Bayern Munich,Mainz,0,1
730,Bundesliga,Germany,2019/2020,2019-11-24,Borussia Dortmund,Bayern Munich,1,1
731,Bundesliga,Germany,2019/2020,2019-10-16,Borussia Dortmund,RB Leipzig,0,3
732,Bundesliga,Germany,2019/2020,2019-12-15,Borussia Dortmund,Bayer Leverkusen,3,2
733,Bundesliga,Germany,2019/2020,2019-10-12,Borussia Dortmund,Wolfsburg,4,0
734,Bundesliga,Germany,2019/2020,2019-09-06,Borussia Dortmund,Eintracht Frankfurt,3,1
735,Bundesliga,Germany,2019/2020,2019-08-31,Borussia Dortmund,Borussia Monchengladbach,5,0
736,Bundesliga,Germany,2019/2020,2019-10-24,Borussia Dortmund,Stuttgart,2,2
737,Bundesliga,Germany,2019/2020,2020-01-05,Borussia Dortmund,Hoffenheim,3,0
738,Bundesliga,Germany,2019/2020,2019-12-26,Borussia Dortmund,Mainz,0,2
739,Bundesliga,Germany,2019/2020,2020-03-12,RB Leipzig,Bayern Munich,2,1
740,Bundesliga,Germany,2019/2020,2019-10-03,RB Leipzig,Borussia Dortmund,0,3
741,Bundesliga,Germany,2019/2020,2020-03-27,RB Leipzig,Bayer Leverkusen,3,1
742,Bundesliga,Germany,2019/2020,2020-01-03,RB Leipzig,Wolfsburg,1,3
743,Bundesliga,Germany,2019/2020,2020-02-23,RB Leipzig,Eintracht Frankfurt,0,0
744,Bundesliga,Germany,2019/2020,2019-12-18,RB Leipzig,Borussia Monchengladbach,1,4
745,Bundesliga,Germany,2019/2020,2020-04-13,RB Leipzig,Stuttgart,2,1
746,Bundesliga,Germany,2019/2020,2020-04-09,RB Leipzig,Hoffenheim,2,3
747,Bundesliga,Germany,2019/2020,2020-03-12,RB Leipzig,Mainz,1,1
748,Bundesliga,Germany,2019/2020,2019-09-11,Bayer Leverkusen,Bayern Munich,4,1
749,Bundesliga,Germany,2019/2020,2019-08-21,Bayer Leverkusen,Borussia Dortmund,0,0
750,Bundesliga,Germany,2019/2020,2020-03-09,Bayer Leverkusen,RB Leipzig,1,0
751,Bundesliga,Germany,2019/2020,2020-01-13,Bayer Leverkusen,Wolfsburg,0,0
752,Bundesliga,Germany,2019/2020,2019-12-07,Bayer Leverkusen,Eintracht Frankfurt,4,1
753,Bundesliga,Germany,2019/2020,2019-08-14,Bayer Leverkusen,Borussia Monchengladbach,1,0
754,Bundesliga,Germany,2019/2020,2019-09-16,Bayer Leverkusen,Stuttgart,1,1
755,Bundesliga,Germany,2019/2020,2019-11-26,Bayer Leverkusen,Hoffenheim,0,1
756,Bundesliga,Germany,2019/2020,2019-08-11,Bayer Leverkusen,Mainz,2,0
757,Bundesliga,Germany,2019/2020,2019-12-16,Wolfsburg,Bayern Munich,1,2
758,Bundesliga,Germany,2019/2020,2019-08-21,Wolfsburg,Borussia Dortmund,2,1
759,Bundesliga,Germany,2019/2020,2019-10-29,Wolfsburg,RB Leipzig,1,1
760,Bundesliga,Germany,2019/2020,2020-03-28,Wolfsburg,Bayer Leverkusen,1,1
761,Bundesliga,Germany,2019/2020,2020-04-22,Wolfsburg,Eintracht Frankfurt,3,1
762,Bundesliga,Germany,2019/2020,2020-03-14,Wolfsburg,Borussia Monchengladbach,4,0
763,Bundesliga,Germany,2019/2020,2019-12-21,Wolfsburg,Stuttgart,2,2
764,Bundesliga,Germany,2019/2020,2019-11-01,Wolfsburg,Hoffenheim,2,2
765,Bundesliga,Germany,2019/2020,2020-03-11,Wolfsburg,Mainz,0,1
766,Bundesliga,Germany,2019/2020,2020-04-08,Eintracht Frankfurt,Bayern Munich,2,1
767,Bundesliga,Germany,2019/2020,2019-09-16,Eintracht Frankfurt,Borussia Dortmund,1,1
768,Bundesliga,Germany,2019/2020,2020-03-28,Eintracht Frankfurt,RB Leipzig,1,0
769,Bundesliga,Germany,2019/2020,2020-01-26,Eintracht Frankfurt,Bayer Leverkusen,0,0
770,Bundesliga,Germany,2019/2020,2020-02-26,Eintracht Frankfurt,Wolfsburg,2,2
771,Bundesliga,Germany,2019/2020,2020-01-18,Eintracht Frankfurt,Borussia Monchengladbach,2,0
772,Bundesliga,Germany,2019/2020,2020-01-12,Eintracht Frankfurt,Stuttgart,3,1
773,Bundesliga,Germany,2019/2020,2019-09-23,Eintracht Frankfurt,Hoffenheim,0,1
774,Bundesliga,Germany,2019/2020,2019-10-22,Eintracht Frankfurt,Mainz,1,4
775,Bundesliga,Germany,2019/2020,2020-01-16,Borussia Monchengladbach,Bayern Munich,1,0
776,Bundesliga,Germany,2019/2020,2020-02-27,Borussia Monchengladbach,Borussia Dortmund,2,0
777,Bundesliga,Germany,2019/2020,2020-04-10,Borussia Monchengladbach,RB Leipzig,0,0
778,Bundesliga,Germany,2019/2020,2019-12-26,Borussia Monchengladbach,Bayer Leverkusen,2,1
779,Bundesliga,Germany,2019/2020,2020-02-22,Borussia Monchengladbach,Wolfsburg,1,3
780,Bundesliga,Germany,2019/2020,2019-08-19,Borussia Monchengladbach,Eintracht Frankfurt,1,0
781,Bundesliga,Germany,2019/2020,2020-03-20,Borussia Monchengladbach,Stuttgart,0,1
782,Bundesliga,Germany,2019/2020,2019-09-15,Borussia Monchengladbach,Hoffenheim,3,0
783,Bundesliga,Germany,2019/2020,2020-01-09,Borussia Monchengladbach,Mainz,0,1
784,Bundesliga,Germany,2019/2020,2019-12-08,Stuttgart,Bayern Munich,1,0
785,Bundesliga,Germany,2019/2020,2020-01-13,Stuttgart,Borussia Dortmund,1,0
786,Bundesliga,Germany,2019/2020,2019-09-29,Stuttgart,RB Leipzig,1,1
787,Bundesliga,Germany,2019/2020,2020-02-23,Stuttgart,Bayer Leverkusen,0,2
788,Bundesliga,Germany,2019/2020,2020-04-20,Stuttgart,Wolfsburg,1,1
789,Bundesliga,Germany,2019/2020,2019-08-01,Stuttgart,Eintracht Frankfurt,3,0
790,Bundesliga,Germany,2019/2020,2020-03-24,Stuttgart,Borussia Monchengladbach,0,3
791,Bundesliga,Germany,2019/2020,2020-02-28,Stuttgart,Hoffenheim,1,3
792,Bundesliga,Germany,2019/2020,2019-08-28,Stuttgart,Mainz,2,4
793,Bundesliga,Germany,2019/2020,2019-11-05,Hoffenheim,Bayern Munich,2,4
794,Bundesliga,Germany,2019/2020,2020-04-22,Hoffenheim,Borussia Dortmund,1,1
795,Bundesliga,Germany,2019/2020,2020-02-02,Hoffenheim,RB Leipzig,3,2
796,Bundesliga,Germany,2019/2020,2020-04-12,Hoffenheim,Bayer Leverkusen,0,0
797,Bundesliga,Germany,2019/2020,2020-03-14,Hoffenheim,Wolfsburg,1,2
798,Bundesliga,Germany,2019/2020,2019-08-27,Hoffenheim,Eintracht Frankfurt,1,3
799,Bundesliga,Germany,2019/2020,2019-11-13,Hoffenheim,Borussia Monchengladbach,3,0
800,Bundesliga,Germany,2019/2020,2019-12-15,Hoffenheim,Stuttgart,0,1
801,Bundesliga,Germany,2019/2020,2019-10-07,Hoffenheim,Mainz,4,1
802,Bundesliga,Germany,2019/2020,2019-12-26,Mainz,Bayern Munich,0,0
803,Bundesliga,Germany,2019/2020,2020-03-12,Mainz,Borussia Dortmund,1,1
804,Bundesliga,Germany,2019/2020,2020-04-05,Mainz,RB Leipzig,2,1
805,Bundesliga,Germany,2019/2020,2019-10-02,Mainz,Bayer Leverkusen,2,0
806,Bundesliga,Germany,2019/2020,2019-08-15,Mainz,Wolfsburg,2,4
807,Bundesliga,Germany,2019/2020,2019-12-01,Mainz,Eintracht Frankfurt,3,0
808,Bundesliga,Germany,2019/2020,2019-10-21,Mainz,Borussia Monchengladbach,2,1
809,Bundesliga,Germany,2019/2020,2020-01-07,Mainz,Stuttgart,0,1
810,Bundesliga,Germany,2019/2020,2019-08-08,Mainz,Hoffenheim,0,2
811,Ligue 1,France,2019/2020,2020-02-25,PSG,Marseille,2,0
812,Ligue 1,France,2019/2020,2019-09-17,PSG,Lyon,1,3
813,Ligue 1,France,2019/2020,2019-11-24,PSG,Monaco,2,0
814,Ligue 1,France,2019/2020,2019-09-28,PSG,Lille,0,2
815,Ligue 1,France,2019/2020,2020-03-24,PSG,Nice,1,1
816,Ligue 1,France,2019/2020,2019-09-30,PSG,Rennes,3,1
817,Ligue 1,France,2019/2020,2019-10-18,PSG,Lens,1,0
818,Ligue 1,France,2019/2020,2020-04-12,PSG,Montpellier,2,0
819,Ligue 1,France,2019/2020,2019-12-28,PSG,Strasbourg,3,1
820,Ligue 1,France,2019/2020,2020-04-17,Marseille,PSG,1,3
821,Ligue 1,France,2019/2020,2019-12-18,Marseille,Lyon,1,0
822,Ligue 1,France,2019/2020,2020-02-29,Marseille,Monaco,4,1
823,Ligue 1,France,2019/2020,2020-04-04,Marseille,Lille,3,1
824,Ligue 1,France,2019/2020,2020-03-29,Marseille,Nice,3,1
825,Ligue 1,France,2019/2020,2019-12-03,Marseille,Rennes,0,1
826,Ligue 1,France,2019/2020,2020-03-21,Marseille,Lens,2,1
827,Ligue 1,France,2019/2020,2019-10-14,Marseille,Montpellier,0,1
828,Ligue 1,France,2019/2020,2020-02-13,Marseille,Strasbourg,1,2
829,Ligue 1,France,2019/2020,2019-11-06,Lyon,PSG,3,5
830,Ligue 1,France,2019/2020,2020-04-17,Lyon,Marseille,3,2
831,Ligue 1,France,2019/2020,2019-10-09,Lyon,Monaco,3,2
832,Ligue 1,France,2019/2020,2019-09-05,Lyon,Lille,2,1
833,Ligue 1,France,2019/2020,2019-12-20,Lyon,Nice,1,0
834,Ligue 1,France,2019/2020,2020-02-29,Lyon,Rennes,0,3
835,Ligue 1,France,2019/2020,2020-01-22,Lyon,Lens,2,2
836,Ligue 1,France,2019/2020,2020-04-16,Lyon,Montpellier,2,2
837,Ligue 1,France,2019/2020,2019-12-15,Lyon,Strasbourg,0,1
838,Ligue 1,France,2019/2020,2019-08-02,Monaco,PSG,1,1
839,Ligue 1,France,2019/2020,2019-12-23,Monaco,Marseille,1,0
840,Ligue 1,France,2019/2020,2019-12-31,Monaco,Lyon,3,1
841,Ligue 1,France,2019/2020,2020-04-07,Monaco,Lille,0,2
842,Ligue 1,France,2019/2020,2019-10-16,Monaco,Nice,1,2
843,Ligue 1,France,2019/2020,2020-03-16,Monaco,Rennes,1,2
844,Ligue 1,France,2019/2020,2020-04-04,Monaco,Lens,0,1
845,Ligue 1,France,2019/2020,2020-01-24,Monaco,Montpellier,0,1
846,Ligue 1,France,2019/2020,2020-01-18,Monaco,Strasbourg,2,1
847,Ligue 1,France,2019/2020,2020-02-10,Lille,PSG,2,1
848,Ligue 1,France,2019/2020,2020-03-21,Lille,Marseille,2,0
849,Ligue 1,France,2019/2020,2020-01-12,Lille,Lyon,3,0
850,Ligue 1,France,2019/2020,2019-11-05,Lille,Monaco,2,1
851,Ligue 1,France,2019/2020,2019-12-01,Lille,Nice,1,0
852,Ligue 1,France,2019/2020,2020-02-13,Lille,Rennes,1,1
853,Ligue 1,France,2019/2020,2019-11-28,Lille,Lens,1,1
854,Ligue 1,France,2019/2020,2020-02-27,Lille,Montpellier,3,0
855,Ligue 1,France,2019/2020,2019-08-23,Lille,Strasbourg,1,1
856,Ligue 1,France,2019/2020,2020-01-10,Nice,PSG,0,0
857,Ligue 1,France,2019/2020,2020-03-30,Nice,Marseille,2,1
858,Ligue 1,France,2019/2020,2020-02-12,Nice,Lyon,3,1
859,Ligue 1,France,2019/2020,2020-02-14,Nice,Monaco,4,0
860,Ligue 1,France,2019/2020,2019-10-17,Nice,Lille,2,0
861,Ligue 1,France,2019/2020,2020-04-10,Nice,Rennes,0,1
862,Ligue 1,France,2019/2020,2019-08-19,Nice,Lens,6,1
863,Ligue 1,France,2019/2020,2019-10-04,Nice,Montpellier,1,1
864,Ligue 1,France,2019/2020,2020-04-14,Nice,Strasbourg,1,3
865,Ligue 1,France,2019/2020,2020-01-17,Rennes,PSG,1,1
866,Ligue 1,France,2019/2020,2019-09-21,Rennes,Marseille,3,1
867,Ligue 1,France,2019/2020,2020-03-13,Rennes,Lyon,1,0
868,Ligue 1,France,2019/2020,2019-09-21,Rennes,Monaco,3,2
869,Ligue 1,France,2019/2020,2020-04-26,Rennes,Lille,2,0
870,Ligue 1,France,2019/2020,2020-03-21,Rennes,Nice,1,1
871,Ligue 1,France,2019/2020,2019-08-08,Rennes,Lens,2,0
872,Ligue 1,France,2019/2020,2019-10-13,Rennes,Montpellier,0,2
873,Ligue 1,France,2019/2020,2020-02-26,Rennes,Strasbourg,2,2
874,Ligue 1,France,2019/2020,2019-10-19,Lens,PSG,0,0
875,Ligue 1,France,2019/2020,2019-09-08,Lens,Marseille,1,1
876,Ligue 1,France,2019/2020,2020-03-28,Lens,Lyon,1,0
877,Ligue 1,France,2019/2020,2019-12-14,Lens,Monaco,2,2
878,Ligue 1,France,2019/2020,2020-01-21,Lens,Lille,1,0
879,Ligue 1,France,2019/2020,2020-02-20,Lens,Nice,1,2
880,Ligue 1,France,2019/2020,2019-09-11,Lens,Rennes,1,3
881,Ligue 1,France,2019/2020,2020-01-16,Lens,Montpellier,3,0
882,Ligue 1,France,2019/2020,2020-02-11,Lens,Strasbourg,1,2
883,Ligue 1,France,2019/2020,2020-01-10,Montpellier,PSG,0,1
884,Ligue 1,France,2019/2020,2020-04-06,Montpellier,Marseille,2,0
885,Ligue 1,France,2019/2020,2019-08-19,Montpellier,Lyon,0,3
886,Ligue 1,France,2019/2020,2019-09-05,Montpellier,Monaco,3,0
887,Ligue 1,France,2019/2020,2019-11-29,Montpellier,Lille,2,0
888,Ligue 1,France,2019/2020,2019-12-26,Montpellier,Nice,4,0
889,Ligue 1,France,2019/2020,2019-11-25,Montpellier,Rennes,1,1
890,Ligue 1,France,2019/2020,2019-09-16,Montpellier,Lens,1,1
891,Ligue 1,France,2019/2020,2020-03-10,Montpellier,Strasbourg,0,2
892,Ligue 1,France,2019/2020,2019-09-20,Strasbourg,PSG,4,1
893,Ligue 1,France,2019/2020,2019-09-21,Strasbourg,Marseille,2,0
894,Ligue 1,France,2019/2020,2020-03-15,Strasbourg,Lyon,1,2
895,Ligue 1,France,2019/2020,2019-10-25,Strasbourg,Monaco,4,0
896,Ligue 1,France,2019/2020,2020-01-01,Strasbourg,Lille,0,0
897,Ligue 1,France,2019/2020,2019-08-15,Strasbourg,Nice,3,0
898,Ligue 1,France,2019/2020,2019-08-24,Strasbourg,Rennes,1,1
899,Ligue 1,France,2019/2020,2020-01-14,Strasbourg,Lens,1,0
900,Ligue 1,France,2019/2020,2019-08-29,Strasbourg,Montpellier,0,2
901,Premier League,England,2020/2021,2020-12-29,Manchester United,Liverpool,2,2
902,Premier League,England,2020/2021,2021-01-31,Manchester United,Chelsea,1,4
903,Premier League,England,2020/2021,2021-02-08,Manchester United,Arsenal,2,2
904,Premier League,England,2020/2021,2021-03-09,Manchester United,Manchester City,1,1
905,Premier League,England,2020/2021,2020-10-14,Manchester United,Tottenham,2,1
906,Premier League,England,2020/2021,2020-12-04,Manchester United,Everton,2,1
907,Premier League,England,2020/2021,2021-02-27,Manchester United,Leicester City,0,2
908,Premier League,England,2020/2021,2020-11-01,Manchester United,West Ham,0,1
909,Premier League,England,2020/2021,2020-10-27,Manchester United,Newcastle,0,2
910,Premier League,England,2020/2021,2020-10-29,Liverpool,Manchester United,1,0
911,Premier League,England,2020/2021,2020-09-10,Liverpool,Chelsea,2,1
912,Premier League,England,2020/2021,2021-02-12,Liverpool,Arsenal,1,4
913,Premier League,England,2020/2021,2020-12-02,Liverpool,Manchester City,2,1
914,Premier League,England,2020/2021,2021-04-12,Liverpool,Tottenham,0,1
915,Premier League,England,2020/2021,2020-10-13,Liverpool,Everton,1,0
916,Premier League,England,2020/2021,2020-11-27,Liverpool,Leicester City,3,1
917,Premier League,England,2020/2021,2021-03-25,Liverpool,West Ham,1,2
918,Premier League,England,2020/2021,2020-12-09,Liverpool,Newcastle,1,0
919,Premier League,England,2020/2021,2021-03-24,Chelsea,Manchester United,2,4
920,Premier League,England,2020/2021,2020-12-09,Chelsea,Liverpool,3,0
921,Premier League,England,2020/2021,2020-08-05,Chelsea,Arsenal,1,2
922,Premier League,England,2020/2021,2021-03-27,Chelsea,Manchester City,1,1
923,Premier League,England,2020/2021,2020-12-26,Chelsea,Tottenham,3,2
924,Premier League,England,2020/2021,2020-10-20,Chelsea,Everton,1,1
925,Premier League,England,2020/2021,2020-09-07,Chelsea,Leicester City,0,1
926,Premier League,England,2020/2021,2021-03-15,Chelsea,West Ham,1,2
927,Premier League,England,2020/2021,2021-01-24,Chelsea,Newcastle,0,1
928,Premier League,England,2020/2021,2021-01-01,Arsenal,Manchester United,3,3
929,Premier League,England,2020/2021,2021-03-06,Arsenal,Liverpool,2,3
930,Premier League,England,2020/2021,2020-12-07,Arsenal,Chelsea,2,0
931,Premier League,England,2020/2021,2021-03-22,Arsenal,Manchester City,3,1
932,Premier League,England,2020/2021,2021-01-02,Arsenal,Tottenham,1,0
933,Premier League,England,2020/2021,2020-11-10,Arsenal,Everton,0,1
934,Premier League,England,2020/2021,2021-02-13,Arsenal,Leicester City,1,1
935,Premier League,England,2020/2021,2021-04-05,Arsenal,West Ham,1,1
936,Premier League,England,2020/2021,2020-09-24,Arsenal,Newcastle,0,2
937,Premier League,England,2020/2021,2020-11-30,Manchester City,Manchester United,2,0
938,Premier League,England,2020/2021,2021-02-12,Manchester City,Liverpool,0,0
939,Premier League,England,2020/2021,2021-01-31,Manchester City,Chelsea,2,2
940,Premier League,England,2020/2021,2020-12-30,Manchester City,Arsenal,0,0
941,Premier League,England,2020/2021,2020-12-30,Manchester City,Tottenham,0,0
942,Premier League,England,2020/2021,2020-08-12,Manchester City,Everton,1,2
943,Premier League,England,2020/2021,2021-02-19,Manchester City,Leicester City,1,1
944,Premier League,England,2020/2021,2020-12-19,Manchester City,West Ham,0,0
945,Premier League,England,2020/2021,2020-08-05,Manchester City,Newcastle,2,1
946,Premier League,England,2020/2021,2020-08-26,Tottenham,Manchester United,0,1
947,Premier League,England,2020/2021,2021-04-12,Tottenham,Liverpool,0,3
948,Premier League,England,2020/2021,2020-12-25,Tottenham,Chelsea,1,0
949,Premier League,England,2020/2021,2020-11-26,Tottenham,Arsenal,0,2
950,Premier League,England,2020/2021,2021-01-28,Tottenham,Manchester City,2,0
951,Premier League,England,2020/2021,2020-11-21,Tottenham,Everton,3,2
952,Premier League,England,2020/2021,2020-11-06,Tottenham,Leicester City,1,1
953,Premier League,England,2020/2021,2020-12-07,Tottenham,West Ham,2,1
954,Premier League,England,2020/2021,2020-10-10,Tottenham,Newcastle,3,1
955,Premier League,England,2020/2021,2020-09-19,Everton,Manchester United,2,2
956,Premier League,England,2020/2021,2020-08-21,Everton,Liverpool,2,0
957,Premier League,England,2020/2021,2021-01-06,Everton,Chelsea,4,1
958,Premier League,England,2020/2021,2021-03-14,Everton,Arsenal,1,1
959,Premier League,England,2020/2021,2020-08-18,Everton,Manchester City,1,1
960,Premier League,England,2020/2021,2021-02-03,Everton,Tottenham,1,1
961,Premier League,England,2020/2021,2020-10-07,Everton,Leicester City,2,0
962,Premier League,England,2020/2021,2020-09-16,Everton,West Ham,4,1
963,Premier League,England,2020/2021,2020-12-30,Everton,Newcastle,1,2
964,Premier League,England,2020/2021,2021-01-15,Leicester City,Manchester United,0,1
965,Premier League,England,2020/2021,2021-03-01,Leicester City,Liverpool,1,2
966,Premier League,England,2020/2021,2020-10-29,Leicester City,Chelsea,1,2
967,Premier League,England,2020/2021,2020-11-11,Leicester City,Arsenal,2,0
968,Premier League,England,2020/2021,2020-10-07,Leicester City,Manchester City,4,2
969,Premier League,England,2020/2021,2021-02-04,Leicester City,Tottenham,1,0
970,Premier League,England,2020/2021,2021-04-14,Leicester City,Everton,0,0
971,Premier League,England,2020/2021,2020-12-18,Leicester City,West Ham,1,1
972,Premier League,England,2020/2021,2020-10-24,Leicester City,Newcastle,1,0
973,Premier League,England,2020/2021,2020-12-10,West Ham,Manchester United,0,1
974,Premier League,England,2020/2021,2021-04-04,West Ham,Liverpool,1,1
975,Premier League,England,2020/2021,2020-12-30,West Ham,Chelsea,4,0
976,Premier League,England,2020/2021,2021-01-21,West Ham,Arsenal,3,4
977,Premier League,England,2020/2021,2020-09-28,West Ham,Manchester City,1,0
978,Premier League,England,2020/2021,2021-03-28,West Ham,Tottenham,2,0
979,Premier League,England,2020/2021,2020-09-08,West Ham,Everton,3,2
980,Premier League,England,2020/2021,2020-10-12,West Ham,Leicester City,1,3
981,Premier League,England,2020/2021,2020-11-24,West Ham,Newcastle,4,0
982,Premier League,England,2020/2021,2021-02-20,Newcastle,Manchester United,3,1
983,Premier League,England,2020/2021,2021-02-04,Newcastle,Liverpool,2,0
984,Premier League,England,2020/2021,2020-09-16,Newcastle,Chelsea,1,0
985,Premier League,England,2020/2021,2021-02-19,Newcastle,Arsenal,3,2
986,Premier League,England,2020/2021,2020-08-08,Newcastle,Manchester City,2,0
987,Premier League,England,2020/2021,2020-12-14,Newcastle,Tottenham,1,0
988,Premier League,England,2020/2021,2020-10-03,Newcastle,Everton,3,3
989,Premier League,England,2020/2021,2021-03-21,Newcastle,Leicester City,3,2
990,Premier League,England,2020/2021,2021-02-05,Newcastle,West Ham,0,1
991,La Liga,Spain,2020/2021,2020-12-13,Real Madrid,Barcelona,1,2
992,La Liga,Spain,2020/2021,2021-02-12,Real Madrid,Atletico Madrid,3,1
993,La Liga,Spain,2020/2021,2021-02-07,Real Madrid,Sevilla,3,1
994,La Liga,Spain,2020/2021,2020-09-25,Real Madrid,Valencia,0,2
995,La Liga,Spain,2020/2021,2020-11-28,Real Madrid,Villarreal,1,2
996,La Liga,Spain,2020/2021,2021-03-30,Real Madrid,Real Sociedad,2,3
997,La Liga,Spain,2020/2021,2020-08-13,Real Madrid,Athletic Bilbao,0,3
998,La Liga,Spain,2020/2021,2021-01-15,Real Madrid,Real Betis,2,2
999,La Liga,Spain,2020/2021,2020-11-22,Real Madrid,Getafe,3,0
1000,La Liga,Spain,2020/2021,2020-09-02,Barcelona,Real Madrid,2,1
1001,La Liga,Spain,2020/2021,2021-03-26,Barcelona,Atletico Madrid,0,2
1002,La Liga,Spain,2020/2021,2021-01-02,Barcelona,Sevilla,1,1
1003,La Liga,Spain,2020/2021,2021-02-26,Barcelona,Valencia,3,1
1004,La Liga,Spain,2020/2021,2020-09-29,Barcelona,Villarreal,0,2
1005,La Liga,Spain,2020/2021,2020-10-11,Barcelona,Real Sociedad,2,2
1006,La Liga,Spain,2020/2021,2020-08-24,Barcelona,Athletic Bilbao,1,2
1007,La Liga,Spain,2020/2021,2020-08-20,Barcelona,Real Betis,4,0
1008,La Liga,Spain,2020/2021,2021-01-03,Barcelona,Getafe,0,1
1009,La Liga,Spain,2020/2021,2021-04-10,Atletico Madrid,Real Madrid,0,3
1010,La Liga,Spain,2020/2021,2020-09-29,Atletico Madrid,Barcelona,0,0
1011,La Liga,Spain,2020/2021,2020-09-19,Atletico Madrid,Sevilla,3,1
1012,La Liga,Spain,2020/2021,2020-11-29,Atletico Madrid,Valencia,2,0
1013,La Liga,Spain,2020/2021,2020-10-09,Atletico Madrid,Villarreal,0,1
1014,La Liga,Spain,2020/2021,2021-02-15,Atletico Madrid,Real Sociedad,0,0
